"","hgnc_symbol","ensembl_gene_id","gene_biotype","chromosome_name","start_position","end_position","strand"
"13151","UPF2","ENSG00000151461","protein_coding","10",11920022,12043170,-1
"13152","UPK3B","ENSG00000276184","protein_coding","HSCHR7_2_CTG4_4",9515,14763,1
"13153","UPK3B","ENSG00000243566","protein_coding","7",76510525,76516522,1
"13154","UPK3BL1","ENSG00000267368","protein_coding","7",102637025,102642791,-1
"13155","UPK3BL2","ENSG00000284981","protein_coding","7",102537919,102543696,-1
"13156","UQCRB","ENSG00000156467","protein_coding","8",96222947,96235546,-1
"13157","URM1","ENSG00000167118","protein_coding","9",128371361,128392016,1
"13158","USP17L1","ENSG00000284806","protein_coding","HG76_PATCH",885400,886992,-1
"13159","USP17L1","ENSG00000230549","protein_coding","8",7332387,7333979,1
"13160","USP17L2","ENSG00000284975","protein_coding","HG76_PATCH",1208211,1209797,1
"13161","USP17L2","ENSG00000223443","protein_coding","8",12136435,12138849,-1
"13162","USP17L3","ENSG00000284990","protein_coding","HG76_PATCH",5574835,5576427,-1
"13163","USP17L3","ENSG00000225327","protein_coding","8",7976393,7977985,-1
"13164","USP17L4","ENSG00000284781","protein_coding","HG76_PATCH",880674,882266,-1
"13165","USP17L4","ENSG00000236125","protein_coding","8",7337115,7338707,1
"13166","USP17L7","ENSG00000284991","protein_coding","HG76_PATCH",1212926,1214106,1
"13167","USP17L7","ENSG00000226430","protein_coding","8",12132417,12134099,-1
"13168","USP17L8","ENSG00000285497","protein_coding","HG76_PATCH",5570104,5571696,-1
"13169","USP17L8","ENSG00000237038","protein_coding","8",7971661,7973253,-1
"13170","USP20","ENSG00000136878","protein_coding","9",129834698,129881828,1
"13171","USP54","ENSG00000166348","protein_coding","10",73497538,73626117,-1
"13172","USP6NL","ENSG00000148429","protein_coding","10",11460510,11611666,-1
"13173","UTP23","ENSG00000147679","protein_coding","8",116766505,116849463,1
"13174","VAV2","ENSG00000160293","protein_coding","9",133761894,133992604,-1
"13175","VCL","ENSG00000035403","protein_coding","10",73995193,74121363,1
"13176","VCP","ENSG00000165280","protein_coding","9",35053928,35072668,-1
"13177","VCPIP1","ENSG00000175073","protein_coding","8",66628487,66667231,-1
"13178","VDAC2","ENSG00000165637","protein_coding","10",75210154,75231448,1
"13179","VDAC3","ENSG00000078668","protein_coding","8",42391624,42405937,1
"13180","VGF","ENSG00000128564","protein_coding","7",101162509,101165569,-1
"13181","VIM","ENSG00000026025","protein_coding","10",17228241,17237593,1
"13182","VIM-AS1","ENSG00000229124","lncRNA","10",17214239,17230029,-1
"13183","VIPR2","ENSG00000106018","protein_coding","7",159028175,159144867,-1
"13184","VIRMA","ENSG00000164944","protein_coding","8",94487689,94553529,-1
"13185","VLDLR","ENSG00000147852","protein_coding","9",2621182,2660056,1
"13186","VLDLR-AS1","ENSG00000236404","lncRNA","9",2301072,2622457,-1
"13187","VPS13A","ENSG00000197969","protein_coding","9",77177445,77421537,1
"13188","VPS13A-AS1","ENSG00000232998","lncRNA","9",77176594,77178201,-1
"13189","VPS13B","ENSG00000132549","protein_coding","8",99013266,99877580,1
"13190","VPS13B-DT","ENSG00000253948","lncRNA","8",98956967,99013743,-1
"13191","VPS26A","ENSG00000122958","protein_coding","10",69123512,69174412,1
"13192","VPS28","ENSG00000285339","protein_coding","HG2419_PATCH",154203,159165,-1
"13193","VPS28","ENSG00000160948","protein_coding","8",144423601,144428563,-1
"13194","VPS37A","ENSG00000155975","protein_coding","8",17246931,17302427,1
"13195","VPS50","ENSG00000004766","protein_coding","7",93232340,93361123,1
"13196","VSIR","ENSG00000107738","protein_coding","10",71747556,71773520,-1
"13197","VSTM4","ENSG00000165633","protein_coding","10",49014236,49115522,-1
"13198","VXN","ENSG00000169085","protein_coding","8",66492326,66518524,1
"13199","WAC","ENSG00000095787","protein_coding","10",28532493,28623112,1
"13200","WAC-AS1","ENSG00000254635","lncRNA","10",28519917,28533066,-1
"13201","WASHC1","ENSG00000181404","protein_coding","9",14475,73865,-1
"13202","WASHC2A","ENSG00000099290","protein_coding","10",50067888,50133509,1
"13203","WASHC2C","ENSG00000172661","protein_coding","10",45727200,45792964,1
"13204","WASHC5","ENSG00000164961","protein_coding","8",125024260,125091819,-1
"13205","WASHC5-AS1","ENSG00000253167","lncRNA","8",125040684,125044989,1
"13206","WASL","ENSG00000106299","protein_coding","7",123681943,123749003,-1
"13207","WDFY4","ENSG00000128815","protein_coding","10",48684873,48982956,1
"13208","WDR31","ENSG00000148225","protein_coding","9",113313222,113340298,-1
"13209","WDR37","ENSG00000047056","protein_coding","10",1049538,1160991,1
"13210","WDR38","ENSG00000136918","protein_coding","9",124853417,124857890,1
"13211","WDR5","ENSG00000196363","protein_coding","9",134135365,134159968,1
"13212","WDR86","ENSG00000187260","protein_coding","7",151375909,151410727,-1
"13213","WDR86-AS1","ENSG00000243836","lncRNA","7",151408943,151414243,1
"13214","WDR91","ENSG00000105875","protein_coding","7",135183839,135211555,-1
"13215","WDR97","ENSG00000179698","protein_coding","8",144107726,144118328,1
"13216","WEE2","ENSG00000263042","protein_coding","HSCHR7_1_CTG6",80953,103871,1
"13217","WEE2","ENSG00000214102","protein_coding","7",141708353,141731271,1
"13218","WEE2-AS1","ENSG00000261994","lncRNA","HSCHR7_1_CTG6",76938,110946,-1
"13219","WEE2-AS1","ENSG00000228775","lncRNA","7",141704003,141738346,-1
"13220","WHRN","ENSG00000095397","protein_coding","9",114402078,114505473,-1
"13221","WNK2","ENSG00000165238","protein_coding","9",93184122,93320572,1
"13222","WNT16","ENSG00000002745","protein_coding","7",121325367,121341104,1
"13223","WNT2","ENSG00000105989","protein_coding","7",117275451,117323152,-1
"13224","WRN","ENSG00000165392","protein_coding","8",31033788,31176138,1
"13225","WWP1","ENSG00000123124","protein_coding","8",86342547,86478420,1
"13226","XKR4","ENSG00000206579","protein_coding","8",55102028,55542054,1
"13227","XKR5","ENSG00000285327","protein_coding","HG76_PATCH",203788,230788,-1
"13228","XKR5","ENSG00000275591","protein_coding","8",6808517,6835524,-1
"13229","XKR6","ENSG00000284927","protein_coding","HG76_PATCH",2145097,2451195,1
"13230","XKR6","ENSG00000171044","protein_coding","8",10896045,11201833,-1
"13231","XKR9","ENSG00000221947","protein_coding","8",70669339,70790371,1
"13232","XPA","ENSG00000136936","protein_coding","9",97674909,97697340,-1
"13233","XPO7","ENSG00000130227","protein_coding","8",21919662,22006585,1
"13234","XRCC2","ENSG00000196584","protein_coding","7",152644776,152676193,-1
"13235","YME1L1","ENSG00000136758","protein_coding","10",27110088,27155266,-1
"13236","YTHDF3","ENSG00000185728","protein_coding","8",63168553,63212786,1
"13237","YWHAG","ENSG00000170027","protein_coding","7",76326799,76358991,-1
"13238","YWHAZ","ENSG00000164924","protein_coding","8",100916523,100953388,-1
"13239","ZAN","ENSG00000146839","protein_coding","7",100733595,100797797,1
"13240","ZBTB10","ENSG00000205189","protein_coding","8",80485619,80526265,1
"13241","ZBTB26","ENSG00000171448","protein_coding","9",122915566,122931512,-1
"13242","ZBTB34","ENSG00000177125","protein_coding","9",126860639,126885878,1
"13243","ZBTB43","ENSG00000169155","protein_coding","9",126805006,126838210,1
"13244","ZBTB5","ENSG00000168795","protein_coding","9",37438102,37465450,-1
"13245","ZBTB6","ENSG00000186130","protein_coding","9",122908056,122913323,-1
"13246","ZC2HC1A","ENSG00000104427","protein_coding","8",78666050,78719765,1
"13247","ZC3H3","ENSG00000282684","protein_coding","HSCHR8_3_CTG7",26297,31493,-1
"13248","ZC3H3","ENSG00000014164","protein_coding","8",143437659,143541447,-1
"13249","ZC3HAV1","ENSG00000105939","protein_coding","7",139043515,139132122,-1
"13250","ZC3HAV1L","ENSG00000146858","protein_coding","7",139025706,139036042,-1
"13251","ZC3HC1","ENSG00000091732","protein_coding","7",130018287,130051401,-1
"13252","ZCCHC24","ENSG00000165424","protein_coding","10",79382325,79445624,-1
"13253","ZCCHC7","ENSG00000147905","protein_coding","9",37120574,37358149,1
"13254","ZCWPW1","ENSG00000078487","protein_coding","7",100400826,100428992,-1
"13255","ZDHHC12","ENSG00000160446","protein_coding","9",128720870,128724127,-1
"13256","ZDHHC2","ENSG00000104219","protein_coding","8",17156482,17224799,1
"13257","ZDHHC21","ENSG00000175893","protein_coding","9",14586766,14693432,-1
"13258","ZEB1","ENSG00000148516","protein_coding","10",31318495,31529814,1
"13259","ZEB1-AS1","ENSG00000237036","lncRNA","10",31204982,31320484,-1
"13260","ZER1","ENSG00000160445","protein_coding","9",128729786,128772414,-1
"13261","ZFAND1","ENSG00000104231","protein_coding","8",81701334,81732903,-1
"13262","ZFAND4","ENSG00000172671","protein_coding","10",45615500,45672780,-1
"13263","ZFAND5","ENSG00000107372","protein_coding","9",72351413,72365235,-1
"13264","ZFAT","ENSG00000066827","protein_coding","8",134477788,134713049,-1
"13265","ZFAT-AS1","ENSG00000248492","lncRNA","8",134598071,134600689,1
"13266","ZFHX4","ENSG00000091656","protein_coding","8",76681239,76867281,1
"13267","ZFHX4-AS1","ENSG00000253661","lncRNA","8",76483936,76698953,-1
"13268","ZFP37","ENSG00000136866","protein_coding","9",113038377,113056759,-1
"13269","ZFP41","ENSG00000181638","protein_coding","8",143246821,143262705,1
"13270","ZFPM2","ENSG00000169946","protein_coding","8",104590733,105804539,1
"13271","ZFPM2-AS1","ENSG00000251003","lncRNA","8",105546089,106060524,-1
"13272","ZHX1","ENSG00000165156","protein_coding","8",123248451,123275541,-1
"13273","ZHX2","ENSG00000178764","protein_coding","8",122781655,122974510,1
"13274","ZKSCAN1","ENSG00000106261","protein_coding","7",100015572,100041689,1
"13275","ZKSCAN5","ENSG00000196652","protein_coding","7",99504662,99534700,1
"13276","ZMAT4","ENSG00000165061","protein_coding","8",40530590,40897833,-1
"13277","ZMIZ1","ENSG00000108175","protein_coding","10",79068966,79316519,1
"13278","ZMIZ1-AS1","ENSG00000224596","lncRNA","10",78834497,79068530,-1
"13279","ZMYND11","ENSG00000015171","protein_coding","10",130088,254637,1
"13280","ZMYND19","ENSG00000165724","protein_coding","9",137582081,137590512,-1
"13281","ZNF16","ENSG00000170631","protein_coding","8",144930358,144950888,-1
"13282","ZNF169","ENSG00000175787","protein_coding","9",94259298,94303967,1
"13283","ZNF189","ENSG00000136870","protein_coding","9",101398851,101410660,1
"13284","ZNF212","ENSG00000170260","protein_coding","7",149239651,149255606,1
"13285","ZNF22","ENSG00000165512","protein_coding","10",45000923,45005326,1
"13286","ZNF239","ENSG00000196793","protein_coding","10",43556344,43574618,-1
"13287","ZNF248","ENSG00000198105","protein_coding","10",37776526,37858106,-1
"13288","ZNF25","ENSG00000175395","protein_coding","10",37949573,37976647,-1
"13289","ZNF25-DT","ENSG00000226447","lncRNA","10",37976710,38004560,1
"13290","ZNF250","ENSG00000196150","protein_coding","8",144876497,144902168,-1
"13291","ZNF251","ENSG00000278062","protein_coding","HSCHR8_2_CTG7",95390,130900,-1
"13292","ZNF251","ENSG00000198169","protein_coding","8",144720907,144756417,-1
"13293","ZNF252P-AS1","ENSG00000255559","lncRNA","8",145002811,145037152,1
"13294","ZNF277","ENSG00000198839","protein_coding","7",112206695,112343934,1
"13295","ZNF282","ENSG00000170265","protein_coding","7",149195546,149226243,1
"13296","ZNF3","ENSG00000166526","protein_coding","7",100064033,100082548,-1
"13297","ZNF32","ENSG00000169740","protein_coding","10",43643860,43648881,-1
"13298","ZNF32-AS1","ENSG00000226245","lncRNA","10",43643872,43645047,1
"13299","ZNF33A","ENSG00000189180","protein_coding","10",38010650,38065088,1
"13300","ZNF33B","ENSG00000196693","protein_coding","10",42574185,42638570,-1
"13301","ZNF34","ENSG00000196378","protein_coding","8",144772224,144787348,-1
"13302","ZNF365","ENSG00000138311","protein_coding","10",62374192,62480288,1
"13303","ZNF367","ENSG00000165244","protein_coding","9",96385941,96418370,-1
"13304","ZNF37A","ENSG00000075407","protein_coding","10",38094334,38150293,1
"13305","ZNF394","ENSG00000160908","protein_coding","7",99473877,99504857,-1
"13306","ZNF395","ENSG00000186918","protein_coding","8",28345590,28402701,-1
"13307","ZNF398","ENSG00000197024","protein_coding","7",149126416,149183042,1
"13308","ZNF425","ENSG00000204947","protein_coding","7",149102784,149126324,-1
"13309","ZNF438","ENSG00000183621","protein_coding","10",30820207,31031937,-1
"13310","ZNF462","ENSG00000148143","protein_coding","9",106863166,107013634,1
"13311","ZNF467","ENSG00000181444","protein_coding","7",149764182,149773588,-1
"13312","ZNF483","ENSG00000173258","protein_coding","9",111525159,111577844,1
"13313","ZNF484","ENSG00000127081","protein_coding","9",92843171,92878038,-1
"13314","ZNF485","ENSG00000198298","protein_coding","10",43606419,43617904,1
"13315","ZNF487","ENSG00000243660","protein_coding","10",43436841,43483181,1
"13316","ZNF488","ENSG00000265763","protein_coding","10",47365496,47384293,-1
"13317","ZNF503","ENSG00000165655","protein_coding","10",75397830,75401764,-1
"13318","ZNF503-AS1","ENSG00000226051","lncRNA","10",75243548,75373500,1
"13319","ZNF503-AS2","ENSG00000237149","lncRNA","10",75400962,75408982,1
"13320","ZNF510","ENSG00000081386","protein_coding","9",96754553,96778129,-1
"13321","ZNF517","ENSG00000197363","protein_coding","8",144798876,144811169,1
"13322","ZNF572","ENSG00000180938","protein_coding","8",124973295,124979389,1
"13323","ZNF596","ENSG00000172748","protein_coding","8",232137,264703,1
"13324","ZNF618","ENSG00000157657","protein_coding","9",113876282,114056593,1
"13325","ZNF623","ENSG00000276340","protein_coding","HSCHR8_3_CTG7",111843,131885,1
"13326","ZNF623","ENSG00000183309","protein_coding","8",143636019,143656418,1
"13327","ZNF655","ENSG00000197343","protein_coding","7",99558406,99576453,1
"13328","ZNF658","ENSG00000274349","protein_coding","9",66856426,66932141,1
"13329","ZNF696","ENSG00000185730","protein_coding","8",143289676,143299952,1
"13330","ZNF7","ENSG00000147789","protein_coding","8",144827518,144847509,1
"13331","ZNF703","ENSG00000183779","protein_coding","8",37695782,37700019,1
"13332","ZNF704","ENSG00000164684","protein_coding","8",80628451,80874781,-1
"13333","ZNF705B","ENSG00000285286","protein_coding","HG76_PATCH",5523302,5550862,1
"13334","ZNF705B","ENSG00000215356","protein_coding","8",7926337,7952413,1
"13335","ZNF705D","ENSG00000285124","protein_coding","HG76_PATCH",1226731,1252914,-1
"13336","ZNF705D","ENSG00000215343","protein_coding","8",12089338,12115516,1
"13337","ZNF705G","ENSG00000292386","protein_coding","HG76_PATCH",833818,863864,1
"13338","ZNF705G","ENSG00000274195","protein_coding","HSCHR8_3_CTG1",39796,68296,-1
"13339","ZNF705G","ENSG00000215372","protein_coding","8",7355517,7385558,-1
"13340","ZNF706","ENSG00000120963","protein_coding","8",101177878,101206193,-1
"13341","ZNF707","ENSG00000274352","protein_coding","HSCHR8_3_CTG7",161499,190945,1
"13342","ZNF707","ENSG00000181135","protein_coding","8",143684452,143713898,1
"13343","ZNF746","ENSG00000181220","protein_coding","7",149472696,149497817,-1
"13344","ZNF775","ENSG00000196456","protein_coding","7",150368790,150398630,1
"13345","ZNF777","ENSG00000196453","protein_coding","7",149431363,149461062,-1
"13346","ZNF782","ENSG00000196597","protein_coding","9",96816269,96875623,-1
"13347","ZNF783","ENSG00000204946","protein_coding","7",149262171,149297302,1
"13348","ZNF786","ENSG00000197362","protein_coding","7",149069641,149090782,-1
"13349","ZNF789","ENSG00000198556","protein_coding","7",99472890,99503650,1
"13350","ZNF79","ENSG00000196152","protein_coding","9",127424374,127445372,1
"13351","ZNF800","ENSG00000048405","protein_coding","7",127346790,127431924,-1
"13352","ZNF804B","ENSG00000182348","protein_coding","7",88759700,89338528,1
"13353","ZNF862","ENSG00000106479","protein_coding","7",149838375,149867479,1
"13354","ZNF883","ENSG00000228623","protein_coding","9",112988129,113012192,-1
"13355","ZNHIT1","ENSG00000106400","protein_coding","7",101218165,101224190,1
"13356","ZP3","ENSG00000188372","protein_coding","7",76397518,76442071,1
"13357","ZSCAN21","ENSG00000166529","protein_coding","7",100049774,100065040,1
"13358","ZSCAN25","ENSG00000197037","protein_coding","7",99616946,99632408,1
"13359","ZSWIM8","ENSG00000214655","protein_coding","10",73785606,73801797,1
"13360","ZSWIM8-AS1","ENSG00000272589","lncRNA","10",73796514,73801399,-1
"13361","ZWINT","ENSG00000122952","protein_coding","10",56357227,56361273,-1
"13362","ZYX","ENSG00000285443","protein_coding","HG708_PATCH",659,10475,1
"13363","ZYX","ENSG00000159840","protein_coding","7",143381295,143391111,1
"13364","A2M","ENSG00000175899","protein_coding","12",9067664,9116229,-1
"13365","A2M-AS1","ENSG00000245105","lncRNA","12",9065163,9068689,1
"13366","A2ML1","ENSG00000166535","protein_coding","12",8822621,8887001,1
"13367","A2ML1-AS1","ENSG00000256661","lncRNA","12",8776219,8830947,-1
"13368","A2ML1-AS2","ENSG00000256904","lncRNA","12",8819816,8820713,-1
"13369","AAAS","ENSG00000291836","protein_coding","HG2554_PATCH",31206,48614,-1
"13370","AAAS","ENSG00000094914","protein_coding","12",53307456,53324864,-1
"13371","AACS","ENSG00000081760","protein_coding","12",125065434,125143333,1
"13372","AAMDC","ENSG00000087884","protein_coding","11",77821109,77918432,1
"13373","AASDHPPT","ENSG00000149313","protein_coding","11",106075501,106098699,1
"13374","ABCB9","ENSG00000150967","protein_coding","12",122920951,122981649,-1
"13375","ABCC2","ENSG00000023839","protein_coding","10",99782640,99852594,1
"13376","ABCC8","ENSG00000006071","protein_coding","11",17392498,17476894,-1
"13377","ABCC9","ENSG00000069431","protein_coding","12",21797389,21942543,-1
"13378","ABCD2","ENSG00000173208","protein_coding","12",39550033,39619803,-1
"13379","ABCG4","ENSG00000172350","protein_coding","11",119149052,119162653,1
"13380","ABLIM1","ENSG00000099204","protein_coding","10",114431110,114768061,-1
"13381","ABRAXAS2","ENSG00000165660","protein_coding","10",124801819,124836667,1
"13382","ABTB2","ENSG00000166016","protein_coding","11",34150987,34358010,-1
"13383","ACACB","ENSG00000076555","protein_coding","12",109116587,109268226,1
"13384","ACAD10","ENSG00000111271","protein_coding","12",111686053,111757107,1
"13385","ACAD8","ENSG00000151498","protein_coding","11",134253548,134265855,1
"13386","ACADS","ENSG00000122971","protein_coding","12",120725774,120740008,1
"13387","ACADSB","ENSG00000196177","protein_coding","10",123008979,123058290,1
"13388","ACAT1","ENSG00000075239","protein_coding","11",108116695,108148957,1
"13389","ACCS","ENSG00000110455","protein_coding","11",44065925,44084237,1
"13390","ACCSL","ENSG00000205126","protein_coding","11",44047981,44059977,1
"13391","ACER3","ENSG00000078124","protein_coding","11",76860859,77026797,1
"13392","ACP2","ENSG00000134575","protein_coding","11",47239302,47248906,-1
"13393","ACRBP","ENSG00000111644","protein_coding","12",6638075,6647433,-1
"13394","ACRV1","ENSG00000134940","protein_coding","11",125671522,125680874,-1
"13395","ACSL5","ENSG00000197142","protein_coding","10",112374116,112428379,1
"13396","ACSM4","ENSG00000215009","protein_coding","12",7304072,7328719,1
"13397","ACSM6","ENSG00000173124","protein_coding","10",95194200,95228929,1
"13398","ACSS3","ENSG00000111058","protein_coding","12",80936414,81261210,1
"13399","ACTA2","ENSG00000107796","protein_coding","10",88934822,88991339,-1
"13400","ACTA2-AS1","ENSG00000180139","lncRNA","10",88932390,88940820,1
"13401","ACTN3","ENSG00000248746","protein_coding","11",66546395,66563334,1
"13402","ACTR1A","ENSG00000138107","protein_coding","10",102461881,102502712,-1
"13403","ACTR6","ENSG00000075089","protein_coding","12",100199122,100241865,1
"13404","ACVR1B","ENSG00000135503","protein_coding","12",51951699,51997078,1
"13405","ACVRL1","ENSG00000139567","protein_coding","12",51906908,51923361,1
"13406","ACY3","ENSG00000132744","protein_coding","11",67642555,67650730,-1
"13407","ADAM12","ENSG00000148848","protein_coding","10",126012381,126388477,-1
"13408","ADAM8","ENSG00000151651","protein_coding","10",133262420,133276868,-1
"13409","ADAMTS15","ENSG00000166106","protein_coding","11",130448645,130476645,1
"13410","ADAMTS20","ENSG00000173157","protein_coding","12",43353866,43552203,-1
"13411","ADAMTS8","ENSG00000134917","protein_coding","11",130404923,130428609,-1
"13412","ADCY6","ENSG00000174233","protein_coding","12",48766194,48789089,-1
"13413","ADCY6-DT","ENSG00000257660","lncRNA","12",48787978,48801483,1
"13414","ADD3","ENSG00000148700","protein_coding","10",109996368,110135565,1
"13415","ADD3-AS1","ENSG00000203876","lncRNA","10",109929547,110008393,-1
"13416","ADGRA1","ENSG00000197177","protein_coding","10",133087924,133131675,1
"13417","ADGRA1-AS1","ENSG00000256925","lncRNA","10",133083069,133088491,-1
"13418","ADGRD1","ENSG00000111452","protein_coding","12",130953907,131141469,1
"13419","ADGRD1-AS1","ENSG00000256151","lncRNA","12",130990138,130993976,-1
"13420","ADIPOR2","ENSG00000285070","protein_coding","HG1815_PATCH",30718,130818,1
"13421","ADIPOR2","ENSG00000006831","protein_coding","12",1688574,1788674,1
"13422","ADIRF","ENSG00000148671","protein_coding","10",86968432,87007922,1
"13423","ADIRF-AS1","ENSG00000272734","lncRNA","10",86965288,86974630,-1
"13424","ADM","ENSG00000148926","protein_coding","11",10305073,10307397,1
"13425","ADRA2A","ENSG00000150594","protein_coding","10",111077029,111080907,1
"13426","ADRB1","ENSG00000043591","protein_coding","10",114043866,114046904,1
"13427","AEBP2","ENSG00000139154","protein_coding","12",19404045,19720801,1
"13428","AFAP1L2","ENSG00000169129","protein_coding","10",114294824,114404756,-1
"13429","AGAP2","ENSG00000135439","protein_coding","12",57723761,57742157,-1
"13430","AGAP2-AS1","ENSG00000255737","lncRNA","12",57726271,57728356,1
"13431","AGBL2","ENSG00000285501","protein_coding","HG2114_PATCH",91958,147756,-1
"13432","AGBL2","ENSG00000165923","protein_coding","11",47659591,47715389,-1
"13433","AHNAK","ENSG00000124942","protein_coding","11",62433542,62556235,-1
"13434","AICDA","ENSG00000111732","protein_coding","12",8602155,8613242,-1
"13435","AIP","ENSG00000110711","protein_coding","11",67468174,67491154,1
"13436","AKAP3","ENSG00000111254","protein_coding","12",4615508,4649051,-1
"13437","AKIP1","ENSG00000166452","protein_coding","11",8911139,8920084,1
"13438","ALDH18A1","ENSG00000059573","protein_coding","10",95605941,95656711,-1
"13439","ALDH1L2","ENSG00000136010","protein_coding","12",105019784,105107643,-1
"13440","ALDH2","ENSG00000111275","protein_coding","12",111766887,111817532,1
"13441","ALDH3B1","ENSG00000006534","protein_coding","11",68008578,68029282,1
"13442","ALDH3B2","ENSG00000132746","protein_coding","11",67662155,67681224,-1
"13443","ALG10","ENSG00000139133","protein_coding","12",34022468,34029694,1
"13444","ALG10B","ENSG00000175548","protein_coding","12",38316762,38329721,1
"13445","ALG1L9P","ENSG00000254978","transcribed_unprocessed_pseudogene","11",71800541,71804640,-1
"13446","ALG8","ENSG00000159063","protein_coding","11",78095244,78139660,-1
"13447","ALG9","ENSG00000086848","protein_coding","11",111782195,111871581,-1
"13448","ALG9-IT1","ENSG00000254450","lncRNA","11",111817214,111829212,-1
"13449","ALKBH2","ENSG00000189046","protein_coding","12",109088188,109093631,-1
"13450","ALKBH3","ENSG00000166199","protein_coding","11",43880811,43920274,1
"13451","ALKBH3-AS1","ENSG00000244926","lncRNA","11",43909289,43920944,-1
"13452","ALKBH8","ENSG00000137760","protein_coding","11",107502727,107565742,-1
"13453","ALX1","ENSG00000180318","protein_coding","12",85280220,85301784,1
"13454","ALX4","ENSG00000052850","protein_coding","11",44260440,44310139,-1
"13455","AMBRA1","ENSG00000110497","protein_coding","11",46396414,46594125,-1
"13456","AMDHD1","ENSG00000139344","protein_coding","12",95943331,95968720,1
"13457","AMHR2","ENSG00000135409","protein_coding","12",53423855,53431672,1
"13458","AMIGO2","ENSG00000139211","protein_coding","12",47075707,47079959,-1
"13459","AMN1","ENSG00000151743","protein_coding","12",31671142,31729121,-1
"13460","AMOTL1","ENSG00000166025","protein_coding","11",94706431,94876748,1
"13461","AMPD3","ENSG00000133805","protein_coding","11",10308313,10507579,1
"13462","ANAPC15","ENSG00000110200","protein_coding","11",72106378,72112780,-1
"13463","ANAPC5","ENSG00000089053","protein_coding","12",121308245,121399896,-1
"13464","ANAPC7","ENSG00000196510","protein_coding","12",110372900,110403730,-1
"13465","ANGPTL5","ENSG00000187151","protein_coding","11",101890674,101916522,-1
"13466","ANKK1","ENSG00000170209","protein_coding","11",113387779,113400416,1
"13467","ANKRD1","ENSG00000148677","protein_coding","10",90912096,90921087,-1
"13468","ANKRD13A","ENSG00000076513","protein_coding","12",109999186,110039763,1
"13469","ANKRD13D","ENSG00000172932","protein_coding","11",67289300,67302485,1
"13470","ANKRD2","ENSG00000165887","protein_coding","10",97572499,97583884,1
"13471","ANKRD22","ENSG00000152766","protein_coding","10",88819896,88851844,-1
"13472","ANKRD33","ENSG00000167612","protein_coding","12",51888009,51891727,1
"13473","ANKRD42","ENSG00000137494","protein_coding","11",83193712,83260694,1
"13474","ANKRD49","ENSG00000168876","protein_coding","11",94493979,94499578,1
"13475","ANKRD52","ENSG00000139645","protein_coding","12",56237807,56258384,-1
"13476","ANKS1B","ENSG00000185046","protein_coding","12",98726457,99984936,-1
"13477","ANO1","ENSG00000131620","protein_coding","11",69985907,70189530,1
"13478","ANO1-AS1","ENSG00000254902","lncRNA","11",70187788,70188509,-1
"13479","ANO2","ENSG00000047617","protein_coding","12",5531869,5946232,-1
"13480","ANO3","ENSG00000134343","protein_coding","11",26188842,26663289,1
"13481","ANO3-AS1","ENSG00000254819","lncRNA","11",26285578,26332020,-1
"13482","ANO4","ENSG00000262139","protein_coding","HSCHR12_3_CTG2_1",135832,152874,-1
"13483","ANO4","ENSG00000151572","protein_coding","12",100717526,101128641,1
"13484","ANO5","ENSG00000171714","protein_coding","11",21782659,22283567,1
"13485","ANO6","ENSG00000177119","protein_coding","12",45215987,45482280,1
"13486","ANO9","ENSG00000185101","protein_coding","11",417933,442011,-1
"13487","ANP32D","ENSG00000139223","protein_coding","12",48472559,48473622,1
"13488","AP2A2","ENSG00000280759","protein_coding","HSCHR11_2_CTG1",3478,74982,1
"13489","AP2A2","ENSG00000281385","protein_coding","HSCHR11_3_CTG1",3478,81830,1
"13490","AP2A2","ENSG00000183020","protein_coding","11",924881,1012245,1
"13491","AP5B1","ENSG00000254470","protein_coding","11",65773898,65780976,-1
"13492","APAF1","ENSG00000120868","protein_coding","12",98645149,98735433,1
"13493","APBB1","ENSG00000166313","protein_coding","11",6395125,6419414,-1
"13494","API5","ENSG00000166181","protein_coding","11",43311963,43344529,1
"13495","APIP","ENSG00000149089","protein_coding","11",34853094,34916379,-1
"13496","APLNR","ENSG00000134817","protein_coding","11",57233577,57237250,-1
"13497","APLP2","ENSG00000084234","protein_coding","11",130068147,130144811,1
"13498","APOA1","ENSG00000118137","protein_coding","11",116835751,116837622,-1
"13499","APOA1-AS","ENSG00000235910","lncRNA","11",116836117,116856210,1
"13500","APOA4","ENSG00000110244","protein_coding","11",116820700,116823304,-1
"13501","APOA5","ENSG00000110243","protein_coding","11",116789367,116792420,-1
"13502","APOBEC1","ENSG00000111701","protein_coding","12",7649400,7665908,-1
"13503","APOC3","ENSG00000110245","protein_coding","11",116829706,116833072,1
"13504","APOF","ENSG00000175336","protein_coding","12",56360568,56362857,-1
"13505","APOLD1","ENSG00000178878","protein_coding","12",12725917,12829975,1
"13506","APPL2","ENSG00000136044","protein_coding","12",105173297,105236203,-1
"13507","AQP11","ENSG00000178301","protein_coding","11",77589391,77610356,1
"13508","AQP2","ENSG00000167580","protein_coding","12",49950737,49958878,1
"13509","AQP5","ENSG00000161798","protein_coding","12",49961872,49965682,1
"13510","AQP6","ENSG00000086159","protein_coding","12",49967194,49977139,1
"13511","ARAP1","ENSG00000186635","protein_coding","11",72685069,72793599,-1
"13512","ARAP1-AS1","ENSG00000256007","lncRNA","11",72685075,72693808,1
